Datetime,FVG_bull_30
2024-03-24 19:00:00-04:00,0.02017701971967394
2024-03-24 19:30:00-04:00,0.04437869822485207
2024-03-25 10:00:00-04:00,0.06208832739444984
2024-03-25 13:30:00-04:00,0.00404122044857547
2024-03-25 16:30:00-04:00,0.04855023600809171
2024-03-25 19:30:00-04:00,0.0013481813034216842
2024-03-26 01:00:00-04:00,0.016174686615446826
2024-03-26 02:30:00-04:00,0.14784548802451547
2024-03-26 04:30:00-04:00,0.00806213216521996
2024-03-26 19:00:00-04:00,0.02568990927405725
2024-03-27 00:00:00-04:00,0.022952501822698673
2024-03-27 00:30:00-04:00,0.009453455237889449
2024-03-27 04:00:00-04:00,0.07833709261335242
2024-03-27 06:00:00-04:00,0.04046125834513453
2024-03-27 08:30:00-04:00,0.09425197592535244
2024-03-27 12:00:00-04:00,0.025758171440966336
2024-03-27 15:30:00-04:00,0.3065620484287007
2024-03-27 20:00:00-04:00,0.018917896329928113
2024-03-28 06:00:00-04:00,0.033804340477317285
