time,open,high,low,close
2024-01-10T08:30:00-05:00,16839,16839.5,16814.75,16816.5
2024-01-10T09:00:00-05:00,16816,16843,16809.25,16840
2024-01-10T09:30:00-05:00,16840,16874,16813.5,16837.25
2024-01-10T10:00:00-05:00,16837.25,16864.25,16801.5,16857.25
2024-01-10T10:30:00-05:00,16857.25,16893.75,16853.25,16892.75
2024-01-10T11:00:00-05:00,16892.75,16897.5,16854.75,16866
2024-01-10T11:30:00-05:00,16866.5,16886,16857.5,16879.5
2024-01-10T12:00:00-05:00,16879.75,16895.25,16869.25,16890
2024-01-10T12:30:00-05:00,16890.5,16914.25,16888,16910.75
2024-01-10T13:00:00-05:00,16911,16932.5,16886,16904.25
2024-01-10T13:30:00-05:00,16905,16927.75,16902.5,16924.5
2024-01-10T14:00:00-05:00,16924.5,16965,16921.25,16951.25
2024-01-10T14:30:00-05:00,16951,16981.75,16943.75,16980.5
2024-01-10T15:00:00-05:00,16980.5,16983,16922,16938.75
2024-01-10T15:30:00-05:00,16938.75,16952,16892.75,16941.5
2024-01-10T16:00:00-05:00,16941.75,16959,16939.75,16953.75
2024-01-10T16:30:00-05:00,16953.25,16957.75,16950.75,16957
2024-01-10T18:00:00-05:00,16955,16966.75,16944.75,16966
2024-01-10T18:30:00-05:00,16966.5,16967.5,16958,16960.75
2024-01-10T19:00:00-05:00,16960.5,16967,16959.25,16963
2024-01-10T19:30:00-05:00,16963,16986.75,16963,16973.75
2024-01-10T20:00:00-05:00,16973.75,16991,16973.5,16982.25
2024-01-10T20:30:00-05:00,16983,16989.75,16980,16985
2024-01-10T21:00:00-05:00,16985,16996.75,16982.75,16991
2024-01-10T21:30:00-05:00,16991,16995,16988.25,16994.25
2024-01-10T22:00:00-05:00,16994.25,16998,16992.5,16996.25
2024-01-10T22:30:00-05:00,16996.25,17008,16995.25,17006.25
2024-01-10T23:00:00-05:00,17006,17009.5,17001.75,17002
2024-01-10T23:30:00-05:00,17002,17002.25,16993.5,16997.75
2024-01-11T00:00:00-05:00,16997.75,17004.75,16992,16998.25
2024-01-11T00:30:00-05:00,16997.75,17002,16993.75,16998.25
2024-01-11T01:00:00-05:00,16998,17006.75,16992.5,17001
2024-01-11T01:30:00-05:00,17001,17014.25,17000.25,17007.5
2024-01-11T02:00:00-05:00,17007.5,17018.25,17005.75,17013.75
2024-01-11T02:30:00-05:00,17013.75,17018.25,17006.75,17010.25
2024-01-11T03:00:00-05:00,17010.25,17046.5,17005.5,17037.5
2024-01-11T03:30:00-05:00,17037.5,17048,17033.5,17041.75
2024-01-11T04:00:00-05:00,17041.25,17042.25,17011,17015
2024-01-11T04:30:00-05:00,17015,17015,16995.25,17004
2024-01-11T05:00:00-05:00,17004.5,17009,16992.5,17004
2024-01-11T05:30:00-05:00,17004.25,17005.75,16994.5,17004
2024-01-11T06:00:00-05:00,17004.25,17022.5,17004,17011.5
2024-01-11T06:30:00-05:00,17011,17014.75,16997.75,17008
2024-01-11T07:00:00-05:00,17007.5,17018.25,17000.75,17009.25
2024-01-11T07:30:00-05:00,17009,17017.5,17001.75,17003.5
2024-01-11T08:00:00-05:00,17003.25,17037,17001.5,17025.75
2024-01-11T08:30:00-05:00,17028.5,17057,16892.25,16907.5
2024-01-11T09:00:00-05:00,16907.75,16986.5,16902,16984.5
2024-01-11T09:30:00-05:00,16984.5,17043.5,16926.75,16958.25
2024-01-11T10:00:00-05:00,16958.25,16961.5,16824.5,16891.25
2024-01-11T10:30:00-05:00,16891.25,16926.75,16841.25,16855.75
2024-01-11T11:00:00-05:00,16855.5,16866.5,16776.5,16796
2024-01-11T11:30:00-05:00,16796,16813.5,16753,16773.25
2024-01-11T12:00:00-05:00,16773.25,16819,16771.5,16784
2024-01-11T12:30:00-05:00,16784.5,16857.5,16784.25,16838.25
2024-01-11T13:00:00-05:00,16837.75,16897.5,16834.5,16885.75
2024-01-11T13:30:00-05:00,16886,16936.25,16882.25,16933.75
2024-01-11T14:00:00-05:00,16934,16951.5,16915.5,16947
2024-01-11T14:30:00-05:00,16947.5,16983.75,16938.25,16975
2024-01-11T15:00:00-05:00,16975,16978.75,16926,16946.75
2024-01-11T15:30:00-05:00,16947,16975.75,16927,16965.5
2024-01-11T16:00:00-05:00,16965.5,16969.75,16956.5,16962.75
2024-01-11T16:30:00-05:00,16962.75,16964.5,16956.5,16958.25
2024-01-11T18:00:00-05:00,16957.75,16963.25,16941.25,16959.5
2024-01-11T18:30:00-05:00,16960,16962.25,16944.75,16951.75
2024-01-11T19:00:00-05:00,16951.5,16965.25,16951.25,16953
2024-01-11T19:30:00-05:00,16953.5,16954.75,16930,16933.75
2024-01-11T20:00:00-05:00,16934,16934,16921.75,16928.75
2024-01-11T20:30:00-05:00,16928.5,16945.75,16920.25,16942.75
2024-01-11T21:00:00-05:00,16943,16954,16942,16952.75
2024-01-11T21:30:00-05:00,16953.25,16963.25,16950,16958
2024-01-11T22:00:00-05:00,16958.5,16960.5,16952,16957.5
2024-01-11T22:30:00-05:00,16957.75,16960.25,16954,16956.75
2024-01-11T23:00:00-05:00,16956.75,16958,16937.25,16939.5
2024-01-11T23:30:00-05:00,16939.75,16947.25,16937.5,16946.25
2024-01-12T00:00:00-05:00,16945.75,16956,16945.5,16952.25
2024-01-12T00:30:00-05:00,16952.75,16954.75,16942.25,16943.75
2024-01-12T01:00:00-05:00,16943.75,16952.25,16940.75,16950.5
2024-01-12T01:30:00-05:00,16950,16959,16944,16958
2024-01-12T02:00:00-05:00,16958.25,16961.75,16936.25,16937.5
2024-01-12T02:30:00-05:00,16938.25,16941.75,16915.25,16921.25
2024-01-12T03:00:00-05:00,16920.75,16964.5,16917,16959.75
2024-01-12T03:30:00-05:00,16960.25,16975.75,16940,16963.5
2024-01-12T04:00:00-05:00,16963,16977.75,16943.5,16951.25
2024-01-12T04:30:00-05:00,16951.5,16965,16925.25,16927.5
2024-01-12T05:00:00-05:00,16927,16947,16922.25,16943.25
2024-01-12T05:30:00-05:00,16942.75,16945,16913.25,16923.5
2024-01-12T06:00:00-05:00,16924,16934.75,16906.25,16920.25
2024-01-12T06:30:00-05:00,16921,16921.75,16866.5,16896
2024-01-12T07:00:00-05:00,16895.5,16913.25,16887.25,16907.25
2024-01-12T07:30:00-05:00,16908,16922.75,16905.5,16908.5
2024-01-12T08:00:00-05:00,16908.5,16928.5,16895.25,16909.5
2024-01-12T08:30:00-05:00,16907.25,16979.25,16907.25,16963.75
2024-01-12T09:00:00-05:00,16964,17008.75,16956,17008.75
2024-01-12T09:30:00-05:00,17008,17042.5,16974,16986
2024-01-12T10:00:00-05:00,16986.5,17006,16935.25,16965.25
2024-01-12T10:30:00-05:00,16966.25,16989.75,16913.5,16944.5
2024-01-12T11:00:00-05:00,16944.25,16995.75,16934.5,16982
2024-01-12T11:30:00-05:00,16982.25,16988.75,16921,16928
2024-01-12T12:00:00-05:00,16928.75,16959.75,16917.25,16943.75
2024-01-12T12:30:00-05:00,16944,16965,16929.75,16953.75
2024-01-12T13:00:00-05:00,16953.75,16977,16953.5,16969.75
2024-01-12T13:30:00-05:00,16970.25,16983.25,16963.5,16979.25
2024-01-12T14:00:00-05:00,16979.25,16994,16960.25,16973
2024-01-12T14:30:00-05:00,16972.75,16974,16943.5,16951
2024-01-12T15:00:00-05:00,16951.25,16960.5,16932,16953.75
2024-01-12T15:30:00-05:00,16954.25,16980,16950.5,16972.25
2024-01-12T16:00:00-05:00,16972.25,16972.5,16954,16954.25
2024-01-12T16:30:00-05:00,16954,16957,16947,16955.25
2024-01-14T18:00:00-05:00,16961.75,16964,16938.75,16945.75
2024-01-14T18:30:00-05:00,16945.75,16957.75,16943,16945.25
2024-01-14T19:00:00-05:00,16945.5,16950.5,16941.5,16949.5
2024-01-14T19:30:00-05:00,16949.25,16957.5,16945.5,16956
2024-01-14T20:00:00-05:00,16956.25,16962,16947.5,16949.75
2024-01-14T20:30:00-05:00,16950.25,16959.5,16946.75,16957.75
2024-01-14T21:00:00-05:00,16958,16973.5,16956.25,16971.25
2024-01-14T21:30:00-05:00,16970.75,16982.25,16969.25,16980.25
2024-01-14T22:00:00-05:00,16980.75,16987,16980.25,16983.25
2024-01-14T22:30:00-05:00,16983.25,16989,16982.75,16985.25
2024-01-14T23:00:00-05:00,16985,16987.75,16981.25,16987.25
2024-01-14T23:30:00-05:00,16987,16993,16984.75,16991.5
2024-01-15T00:00:00-05:00,16991.5,16991.5,16981.75,16985.25
2024-01-15T00:30:00-05:00,16985.25,16986,16980.25,16983.25
2024-01-15T01:00:00-05:00,16982.75,17004.5,16982.5,17003
2024-01-15T01:30:00-05:00,17002.75,17013.25,17000.25,17008.5
2024-01-15T02:00:00-05:00,17008.75,17024.25,17004,17004.5
2024-01-15T02:30:00-05:00,17005,17006.25,16995,16997.75
2024-01-15T03:00:00-05:00,16997.75,17022,16993,17011.25
2024-01-15T03:30:00-05:00,17011,17011.75,16967.75,16968
2024-01-15T04:00:00-05:00,16968.5,16984.75,16954.25,16983.25
2024-01-15T04:30:00-05:00,16982.25,16984.75,16954.25,16961.75
2024-01-15T05:00:00-05:00,16962,16974.25,16956,16966
2024-01-15T05:30:00-05:00,16965.5,16972.5,16958.5,16969.25
2024-01-15T06:00:00-05:00,16970.25,16971.75,16949,16952.75
2024-01-15T06:30:00-05:00,16953,16972,16946.5,16968.25
2024-01-15T07:00:00-05:00,16967.75,16980.75,16959.75,16977.5
2024-01-15T07:30:00-05:00,16978,16978.25,16960.75,16962.75
2024-01-15T08:00:00-05:00,16962.75,16969,16951.5,16965
2024-01-15T08:30:00-05:00,16965.5,16970.25,16957,16960.5
2024-01-15T09:00:00-05:00,16960.75,16962.75,16939.25,16957.75
2024-01-15T09:30:00-05:00,16957.75,16966.25,16936.25,16952.5
2024-01-15T10:00:00-05:00,16953,16957.25,16940.5,16956.75
2024-01-15T10:30:00-05:00,16956.75,16976.5,16956.25,16975
2024-01-15T11:00:00-05:00,16975,16978,16962,16973
2024-01-15T11:30:00-05:00,16973,16979,16961,16961.75
2024-01-15T12:00:00-05:00,16962.25,16973.5,16954.25,16970
2024-01-15T12:30:00-05:00,16970.5,16972.5,16962.75,16970
2024-01-15T18:00:00-05:00,16961,16965,16944.5,16945.75
2024-01-15T18:30:00-05:00,16945.75,16946.25,16933.5,16935.25
2024-01-15T19:00:00-05:00,16935.75,16936.75,16912.5,16920.75
2024-01-15T19:30:00-05:00,16919.75,16922.25,16891,16892.75
2024-01-15T20:00:00-05:00,16892.25,16905.25,16881.75,16903.5
2024-01-15T20:30:00-05:00,16904,16915.75,16900.5,16910.75
2024-01-15T21:00:00-05:00,16910.75,16917.5,16901,16910.25
2024-01-15T21:30:00-05:00,16910.25,16910.75,16897.75,16902.5
2024-01-15T22:00:00-05:00,16902.25,16904.5,16892,16893.25
2024-01-15T22:30:00-05:00,16893,16896,16884,16893.25
2024-01-15T23:00:00-05:00,16893.75,16899.5,16891.25,16893
2024-01-15T23:30:00-05:00,16893,16895.75,16886.75,16895.5
2024-01-16T00:00:00-05:00,16894.75,16896,16889.5,16892.75
2024-01-16T00:30:00-05:00,16892.75,16894.25,16874.75,16877.75
2024-01-16T01:00:00-05:00,16877,16878.5,16866,16878.25
2024-01-16T01:30:00-05:00,16878,16882.75,16871,16881
2024-01-16T02:00:00-05:00,16881.5,16885.5,16866,16877.75
2024-01-16T02:30:00-05:00,16877,16893.75,16875.5,16879.5
2024-01-16T03:00:00-05:00,16879.5,16879.5,16811.75,16824.25
2024-01-16T03:30:00-05:00,16824,16851.5,16822.25,16840.75
2024-01-16T04:00:00-05:00,16840.75,16865.25,16840.5,16842.5
2024-01-16T04:30:00-05:00,16843.5,16862,16840,16854.5
2024-01-16T05:00:00-05:00,16855,16857.5,16832.75,16833.75
2024-01-16T05:30:00-05:00,16834,16854,16826,16845.75
2024-01-16T06:00:00-05:00,16845.25,16861,16845.25,16860.25
2024-01-16T06:30:00-05:00,16859.75,16888.25,16853.5,16881.25
2024-01-16T07:00:00-05:00,16881.5,16897.5,16872.5,16893.75
2024-01-16T07:30:00-05:00,16894,16916.75,16888,16912
2024-01-16T08:00:00-05:00,16911.75,16915.25,16872.25,16883.5
2024-01-16T08:30:00-05:00,16884.25,16930.25,16879,16893
2024-01-16T09:00:00-05:00,16893,16918.5,16882.5,16916.75
2024-01-16T09:30:00-05:00,16917,16946.25,16855,16913.75
2024-01-16T10:00:00-05:00,16914,17003.75,16892.25,16991.5
2024-01-16T10:30:00-05:00,16991.75,17033.75,16972.75,17014.25
2024-01-16T11:00:00-05:00,17014.25,17023,16935.25,16995.25
2024-01-16T11:30:00-05:00,16996,17019,16940.75,16949.75
2024-01-16T12:00:00-05:00,16950,16961,16912.75,16918.25
2024-01-16T12:30:00-05:00,16919,16933.5,16893.25,16897.5
2024-01-16T13:00:00-05:00,16897.5,16948,16891.5,16939
2024-01-16T13:30:00-05:00,16939,16948.25,16889.75,16902.25
2024-01-16T14:00:00-05:00,16902.5,16909.5,16862,16890
2024-01-16T14:30:00-05:00,16890.5,16931.75,16880,16927
2024-01-16T15:00:00-05:00,16927.5,16945.25,16921.25,16928.5
2024-01-16T15:30:00-05:00,16929,16969.75,16922.75,16968
2024-01-16T16:00:00-05:00,16968,16973.75,16961,16973
2024-01-16T16:30:00-05:00,16973,16981.25,16968.75,16978
2024-01-16T18:00:00-05:00,16978,16982,16968.5,16974.75
2024-01-16T18:30:00-05:00,16974.75,16979.75,16966.5,16979.5
2024-01-16T19:00:00-05:00,16979.25,16981.25,16960.75,16963
2024-01-16T19:30:00-05:00,16963.75,16965.25,16955.5,16960.25
2024-01-16T20:00:00-05:00,16960,16962.5,16950.25,16958.5
2024-01-16T20:30:00-05:00,16958.75,16962.75,16945.25,16950.5
2024-01-16T21:00:00-05:00,16950.5,16954.25,16934.75,16938.75
2024-01-16T21:30:00-05:00,16938.75,16940.25,16927.75,16928.75
2024-01-16T22:00:00-05:00,16928.75,16930.25,16921,16923
2024-01-16T22:30:00-05:00,16923.25,16926,16908.25,16909
2024-01-16T23:00:00-05:00,16908.75,16918.75,16904,16915.25
2024-01-16T23:30:00-05:00,16915.75,16928,16915,16921.75
2024-01-17T00:00:00-05:00,16921.5,16921.75,16903.5,16908.5
2024-01-17T00:30:00-05:00,16908.75,16908.75,16892.25,16893.25
2024-01-17T01:00:00-05:00,16893.25,16893.25,16842.5,16851.25
2024-01-17T01:30:00-05:00,16851.25,16855.5,16834,16843.25
2024-01-17T02:00:00-05:00,16843,16849,16816,16821.75
2024-01-17T02:30:00-05:00,16822,16844.75,16817,16841.5
2024-01-17T03:00:00-05:00,16841.5,16861.25,16828,16861.25
2024-01-17T03:30:00-05:00,16860.75,16862.25,16835.75,16837
2024-01-17T04:00:00-05:00,16837.25,16858.75,16817.75,16849.75
2024-01-17T04:30:00-05:00,16848.75,16874.25,16846.5,16872.25
2024-01-17T05:00:00-05:00,16872,16882.5,16864.5,16865
2024-01-17T05:30:00-05:00,16864.75,16873,16852.25,16871.75
2024-01-17T06:00:00-05:00,16871.75,16877.75,16853,16869.75
2024-01-17T06:30:00-05:00,16869.5,16898,16868,16891.5
2024-01-17T07:00:00-05:00,16891.5,16908,16882.25,16902.25
2024-01-17T07:30:00-05:00,16902.5,16902.5,16883.5,16890
2024-01-17T08:00:00-05:00,16889.5,16890.5,16868,16869.75
2024-01-17T08:30:00-05:00,16869.5,16873,16805.25,16820.5
2024-01-17T09:00:00-05:00,16820.25,16843.75,16810.75,16825
2024-01-17T09:30:00-05:00,16825.25,16843,16703.75,16707
2024-01-17T10:00:00-05:00,16707.5,16763.5,16689.25,16750.25
2024-01-17T10:30:00-05:00,16750,16786.75,16727,16769.5
2024-01-17T11:00:00-05:00,16769.75,16828.25,16768.25,16818.25
2024-01-17T11:30:00-05:00,16818.25,16841.25,16802.5,16810.5
2024-01-17T12:00:00-05:00,16810.25,16823.75,16781.25,16789.5
2024-01-17T12:30:00-05:00,16789.5,16816.25,16772.25,16808.75
2024-01-17T13:00:00-05:00,16808.25,16825,16755.75,16768
2024-01-17T13:30:00-05:00,16768.25,16770.5,16733.25,16761
2024-01-17T14:00:00-05:00,16761,16806.75,16755,16801.75
2024-01-17T14:30:00-05:00,16801.75,16843,16801,16828.5
2024-01-17T15:00:00-05:00,16828.5,16832.5,16797.5,16804.75
2024-01-17T15:30:00-05:00,16805.25,16885,16802.5,16868.75
2024-01-17T16:00:00-05:00,16868.75,16869.75,16854.5,16860.5
2024-01-17T16:30:00-05:00,16860.75,16863.25,16859.5,16860.25
2024-01-17T18:00:00-05:00,16854.5,16861,16834.25,16860
2024-01-17T18:30:00-05:00,16860,16861,16850.5,16853.75
2024-01-17T19:00:00-05:00,16854.25,16860.75,16843.25,16850.25
2024-01-17T19:30:00-05:00,16850.5,16866.25,16848.5,16864.75
2024-01-17T20:00:00-05:00,16866,16872.5,16858.25,16862.75
2024-01-17T20:30:00-05:00,16862.5,16864,16844.5,16858.5
2024-01-17T21:00:00-05:00,16859,16867.75,16856,16863.75
2024-01-17T21:30:00-05:00,16863.5,16865.25,16852,16854.25
2024-01-17T22:00:00-05:00,16854.5,16864,16852.75,16859.25
2024-01-17T22:30:00-05:00,16859.25,16867,16851,16852.25
2024-01-17T23:00:00-05:00,16852.5,16855,16846.75,16851.25
2024-01-17T23:30:00-05:00,16851.5,16853.75,16839.25,16848
2024-01-18T00:00:00-05:00,16848,16854.5,16845.5,16852
2024-01-18T00:30:00-05:00,16852,16867.75,16843,16864.5
2024-01-18T01:00:00-05:00,16864.25,16889.5,16863.5,16882.5
2024-01-18T01:30:00-05:00,16882.5,16896,16876,16892.5
2024-01-18T02:00:00-05:00,16892.25,16899.25,16885.75,16887.5
2024-01-18T02:30:00-05:00,16887.25,16894,16870.25,16891.25
2024-01-18T03:00:00-05:00,16891,16916.75,16887.5,16904
2024-01-18T03:30:00-05:00,16903.5,16908,16883.75,16891.75
2024-01-18T04:00:00-05:00,16892,16921.75,16889.25,16917
2024-01-18T04:30:00-05:00,16916.75,16935.75,16911,16917.75
2024-01-18T05:00:00-05:00,16917.5,16921.5,16907.75,16920.75
2024-01-18T05:30:00-05:00,16920.5,16947.75,16912,16942.5
2024-01-18T06:00:00-05:00,16942.75,16969,16940.5,16965.25
2024-01-18T06:30:00-05:00,16965,16998.5,16962.5,16992.5
2024-01-18T07:00:00-05:00,16992.25,17009.25,16990.25,17002.75
2024-01-18T07:30:00-05:00,17003.25,17025.25,17003,17006
2024-01-18T08:00:00-05:00,17006.75,17024,17004.25,17019.25
2024-01-18T08:30:00-05:00,17019.25,17044.75,16976.25,16982
2024-01-18T09:00:00-05:00,16982.25,17023.5,16982.25,16996.25
2024-01-18T09:30:00-05:00,16997,17054.25,16994.75,17027.75
2024-01-18T10:00:00-05:00,17027.5,17042,16986.25,17032.75
2024-01-18T10:30:00-05:00,17033.5,17079.75,17006.5,17055.5
2024-01-18T11:00:00-05:00,17056,17088.75,17026.5,17085.75
2024-01-18T11:30:00-05:00,17086,17102.25,17066.25,17078.5
2024-01-18T12:00:00-05:00,17078.75,17083,16990.5,17025.5
2024-01-18T12:30:00-05:00,17026,17027.25,16990.75,17001.5
2024-01-18T13:00:00-05:00,17001.75,17002.75,16942.5,16956.5
2024-01-18T13:30:00-05:00,16956.5,17022.25,16955,17016.25
2024-01-18T14:00:00-05:00,17016.5,17096.25,17016.25,17093.25
2024-01-18T14:30:00-05:00,17093.25,17111.75,17066.5,17100.5
2024-01-18T15:00:00-05:00,17100.75,17115,17084.5,17108.75
2024-01-18T15:30:00-05:00,17108.75,17125.75,17086,17109
2024-01-18T16:00:00-05:00,17109,17123.5,17091.5,17121.25
2024-01-18T16:30:00-05:00,17121,17122.75,17112,17117.25
2024-01-18T18:00:00-05:00,17116,17124,17107.25,17121.25
2024-01-18T18:30:00-05:00,17121.5,17152,17118,17149.25
2024-01-18T19:00:00-05:00,17149,17154.5,17134.5,17154.25
2024-01-18T19:30:00-05:00,17154.75,17159.5,17146.5,17152.75
2024-01-18T20:00:00-05:00,17153,17158.5,17131.25,17136.75
2024-01-18T20:30:00-05:00,17136.75,17159,17136,17157.25
2024-01-18T21:00:00-05:00,17156.75,17163.5,17151.5,17156.5
2024-01-18T21:30:00-05:00,17156,17172,17151.25,17169.75
2024-01-18T22:00:00-05:00,17169.25,17178.5,17165,17166.75
2024-01-18T22:30:00-05:00,17167,17177.5,17163,17174
2024-01-18T23:00:00-05:00,17173.75,17176.25,17166,17168
2024-01-18T23:30:00-05:00,17168.5,17171.5,17164,17169.25
2024-01-19T00:00:00-05:00,17169.25,17176,17165.25,17169
2024-01-19T00:30:00-05:00,17169,17170.5,17147.75,17149.75
2024-01-19T01:00:00-05:00,17149.75,17164,17149,17154.25
2024-01-19T01:30:00-05:00,17154.75,17166.75,17152.75,17163.5
2024-01-19T02:00:00-05:00,17163.75,17191.25,17152.25,17176
2024-01-19T02:30:00-05:00,17175.5,17189.75,17171.25,17185.5
2024-01-19T03:00:00-05:00,17184.5,17188.5,17168.25,17177.75
2024-01-19T03:30:00-05:00,17177.5,17211,17168.25,17210
2024-01-19T04:00:00-05:00,17209.75,17236.75,17202,17233
2024-01-19T04:30:00-05:00,17233,17233.25,17201.5,17226.25
2024-01-19T05:00:00-05:00,17226.25,17227,17213.5,17219.25
2024-01-19T05:30:00-05:00,17220,17244.75,17218,17235.25
2024-01-19T06:00:00-05:00,17235.5,17242,17228.5,17237
2024-01-19T06:30:00-05:00,17237,17253.75,17234.75,17247.25
2024-01-19T07:00:00-05:00,17246.25,17249.5,17218,17223.25
2024-01-19T07:30:00-05:00,17223,17241,17210.25,17238
2024-01-19T08:00:00-05:00,17238.25,17255.25,17232,17233.25
